alternatives	bachelor	course	discipline	elective	group_id	outcome	payed	person_id	session_id
	True	1	2f5197c27b0400c2d569f2883a1d64b4	False	54d795480fb6f8e495ed224842d6fb6e	3	True	8ca4120fd028e0c67275797557df4ab2	17-18-summer
	True	1	28d6fc2590cff81193235564abe93cab	False	54d795480fb6f8e495ed224842d6fb6e	3	True	8ca4120fd028e0c67275797557df4ab2	17-18-summer
	True	1	966a6e9bdb145951268a4bbd66cac44d	False	54d795480fb6f8e495ed224842d6fb6e	4	True	8ca4120fd028e0c67275797557df4ab2	17-18-summer
	True	1	181c41252bc58abb6ecfc378d06793b7	False	54d795480fb6f8e495ed224842d6fb6e	зач	True	35a2e2bffa11783a9b8c4d097de01695	17-18-summer
	True	1	de76e030cd30c043dd63f5489745c4d1	False	54d795480fb6f8e495ed224842d6fb6e	зач	True	35a2e2bffa11783a9b8c4d097de01695	17-18-summer
	True	1	e68ff2c14afe5055a8df2ff7ede3776b	False	54d795480fb6f8e495ed224842d6fb6e	зач	True	35a2e2bffa11783a9b8c4d097de01695	17-18-summer
	True	1	74aab204f2d0e2a8662d375fe7c158d4	False	54d795480fb6f8e495ed224842d6fb6e	зач	True	35a2e2bffa11783a9b8c4d097de01695	17-18-summer
	True	1	80fc2d788c667a4c83487acbfeee16a0	False	54d795480fb6f8e495ed224842d6fb6e	зач	True	35a2e2bffa11783a9b8c4d097de01695	17-18-summer
	True	1	bcd14d42ad0b9545153b6a11676c0a84	False	54d795480fb6f8e495ed224842d6fb6e	4	True	35a2e2bffa11783a9b8c4d097de01695	17-18-summer
	True	1	2f5197c27b0400c2d569f2883a1d64b4	False	54d795480fb6f8e495ed224842d6fb6e	3	True	35a2e2bffa11783a9b8c4d097de01695	17-18-summer
	True	1	28d6fc2590cff81193235564abe93cab	False	54d795480fb6f8e495ed224842d6fb6e	3	True	35a2e2bffa11783a9b8c4d097de01695	17-18-summer
	True	1	d3b8802fc7fdb1380ec135555a046f6b	False	54d795480fb6f8e495ed224842d6fb6e	4	True	35a2e2bffa11783a9b8c4d097de01695	17-18-summer
	True	1	966a6e9bdb145951268a4bbd66cac44d	False	54d795480fb6f8e495ed224842d6fb6e	4	True	35a2e2bffa11783a9b8c4d097de01695	17-18-summer
	True	1	f0fd4c5d8df2e8b582c82dcaed44f62f	False	54d795480fb6f8e495ed224842d6fb6e	зач	True	58229c11b4a1d3462fe944cbb6d55eb8	17-18-summer
	True	1	181c41252bc58abb6ecfc378d06793b7	False	54d795480fb6f8e495ed224842d6fb6e	зач	True	58229c11b4a1d3462fe944cbb6d55eb8	17-18-summer
	True	1	de76e030cd30c043dd63f5489745c4d1	False	54d795480fb6f8e495ed224842d6fb6e	зач	True	58229c11b4a1d3462fe944cbb6d55eb8	17-18-summer
	True	1	e68ff2c14afe5055a8df2ff7ede3776b	False	54d795480fb6f8e495ed224842d6fb6e	зач	True	58229c11b4a1d3462fe944cbb6d55eb8	17-18-summer
	True	1	bcd14d42ad0b9545153b6a11676c0a84	False	54d795480fb6f8e495ed224842d6fb6e	5	True	58229c11b4a1d3462fe944cbb6d55eb8	17-18-summer
	True	1	2f5197c27b0400c2d569f2883a1d64b4	False	54d795480fb6f8e495ed224842d6fb6e	5	True	58229c11b4a1d3462fe944cbb6d55eb8	17-18-summer
	True	1	28d6fc2590cff81193235564abe93cab	False	54d795480fb6f8e495ed224842d6fb6e	4	True	58229c11b4a1d3462fe944cbb6d55eb8	17-18-summer
	True	1	d3b8802fc7fdb1380ec135555a046f6b	False	54d795480fb6f8e495ed224842d6fb6e	5	True	58229c11b4a1d3462fe944cbb6d55eb8	17-18-summer
	True	1	966a6e9bdb145951268a4bbd66cac44d	False	54d795480fb6f8e495ed224842d6fb6e	5	True	58229c11b4a1d3462fe944cbb6d55eb8	17-18-summer
	True	1	c950b09ba903445a368a66abb16b216c	False	54d795480fb6f8e495ed224842d6fb6e	зач	True	adbe100b2cd0e07f876e7b23c56e6f28	17-18-summer
	True	1	e68ff2c14afe5055a8df2ff7ede3776b	False	54d795480fb6f8e495ed224842d6fb6e	ня/ня/незач	True	adbe100b2cd0e07f876e7b23c56e6f28	17-18-summer
	True	1	74aab204f2d0e2a8662d375fe7c158d4	False	54d795480fb6f8e495ed224842d6fb6e	зач	True	adbe100b2cd0e07f876e7b23c56e6f28	17-18-summer
	True	1	bcd14d42ad0b9545153b6a11676c0a84	False	54d795480fb6f8e495ed224842d6fb6e	ня/2/ня/2/3	True	adbe100b2cd0e07f876e7b23c56e6f28	17-18-summer
	True	1	d3b8802fc7fdb1380ec135555a046f6b	False	54d795480fb6f8e495ed224842d6fb6e	5	True	adbe100b2cd0e07f876e7b23c56e6f28	17-18-summer
	True	1	966a6e9bdb145951268a4bbd66cac44d	False	54d795480fb6f8e495ed224842d6fb6e	5	True	adbe100b2cd0e07f876e7b23c56e6f28	17-18-summer
	True	1	da56ecb2c1be9bfb060c0b0347f50569	False	54d795480fb6f8e495ed224842d6fb6e	а/о с18.10.18	True	adbe100b2cd0e07f876e7b23c56e6f28	17-18-summer
	True	1	f0fd4c5d8df2e8b582c82dcaed44f62f	False	54d795480fb6f8e495ed224842d6fb6e	зач	True	7119006d5d223605a3f38ed3483c582b	17-18-summer
	True	1	181c41252bc58abb6ecfc378d06793b7	False	54d795480fb6f8e495ed224842d6fb6e	зач	True	7119006d5d223605a3f38ed3483c582b	17-18-summer
	True	1	c950b09ba903445a368a66abb16b216c	False	54d795480fb6f8e495ed224842d6fb6e	зач	True	7119006d5d223605a3f38ed3483c582b	17-18-summer
	True	1	bcd14d42ad0b9545153b6a11676c0a84	False	54d795480fb6f8e495ed224842d6fb6e	5	True	7119006d5d223605a3f38ed3483c582b	17-18-summer
	True	1	28d6fc2590cff81193235564abe93cab	False	54d795480fb6f8e495ed224842d6fb6e	5	True	7119006d5d223605a3f38ed3483c582b	17-18-summer
	True	1	d3b8802fc7fdb1380ec135555a046f6b	False	54d795480fb6f8e495ed224842d6fb6e	5	True	7119006d5d223605a3f38ed3483c582b	17-18-summer
	True	1	966a6e9bdb145951268a4bbd66cac44d	False	54d795480fb6f8e495ed224842d6fb6e	5	True	7119006d5d223605a3f38ed3483c582b	17-18-summer
	True	1	f0fd4c5d8df2e8b582c82dcaed44f62f	False	54d795480fb6f8e495ed224842d6fb6e	зач	True	844dfe5d7adadb945e016a7a9692eab0	17-18-summer
	True	1	181c41252bc58abb6ecfc378d06793b7	False	54d795480fb6f8e495ed224842d6fb6e	ня	True	844dfe5d7adadb945e016a7a9692eab0	17-18-summer
	True	1	c950b09ba903445a368a66abb16b216c	False	54d795480fb6f8e495ed224842d6fb6e	зач	True	844dfe5d7adadb945e016a7a9692eab0	17-18-summer
	True	1	74aab204f2d0e2a8662d375fe7c158d4	False	54d795480fb6f8e495ed224842d6fb6e	ня	True	844dfe5d7adadb945e016a7a9692eab0	17-18-summer
	True	1	bcd14d42ad0b9545153b6a11676c0a84	False	54d795480fb6f8e495ed224842d6fb6e	ня/2/2	True	844dfe5d7adadb945e016a7a9692eab0	17-18-summer
	True	1	2f5197c27b0400c2d569f2883a1d64b4	False	54d795480fb6f8e495ed224842d6fb6e	ня/3	True	844dfe5d7adadb945e016a7a9692eab0	17-18-summer
	True	1	28d6fc2590cff81193235564abe93cab	False	54d795480fb6f8e495ed224842d6fb6e	ня/3	True	844dfe5d7adadb945e016a7a9692eab0	17-18-summer
	True	1	966a6e9bdb145951268a4bbd66cac44d	False	54d795480fb6f8e495ed224842d6fb6e	3	True	844dfe5d7adadb945e016a7a9692eab0	17-18-summer
	True	1	da56ecb2c1be9bfb060c0b0347f50569	False	54d795480fb6f8e495ed224842d6fb6e	перевод	True	844dfe5d7adadb945e016a7a9692eab0	17-18-summer
	True	1	181c41252bc58abb6ecfc378d06793b7	False	54d795480fb6f8e495ed224842d6fb6e	зач	True	21287ec5f207013c6d3800445b464ba7	17-18-summer
	True	1	de76e030cd30c043dd63f5489745c4d1	False	54d795480fb6f8e495ed224842d6fb6e	зач	True	21287ec5f207013c6d3800445b464ba7	17-18-summer
	True	1	c950b09ba903445a368a66abb16b216c	False	54d795480fb6f8e495ed224842d6fb6e	зач	True	21287ec5f207013c6d3800445b464ba7	17-18-summer
	True	1	e68ff2c14afe5055a8df2ff7ede3776b	False	54d795480fb6f8e495ed224842d6fb6e	зач	True	21287ec5f207013c6d3800445b464ba7	17-18-summer
	True	1	74aab204f2d0e2a8662d375fe7c158d4	False	54d795480fb6f8e495ed224842d6fb6e	зач	True	21287ec5f207013c6d3800445b464ba7	17-18-summer
	True	1	bcd14d42ad0b9545153b6a11676c0a84	False	54d795480fb6f8e495ed224842d6fb6e	3	True	21287ec5f207013c6d3800445b464ba7	17-18-summer
	True	1	28d6fc2590cff81193235564abe93cab	False	54d795480fb6f8e495ed224842d6fb6e	3	True	21287ec5f207013c6d3800445b464ba7	17-18-summer
	True	1	d3b8802fc7fdb1380ec135555a046f6b	False	54d795480fb6f8e495ed224842d6fb6e	4	True	21287ec5f207013c6d3800445b464ba7	17-18-summer
	True	1	f0fd4c5d8df2e8b582c82dcaed44f62f	False	54d795480fb6f8e495ed224842d6fb6e	зач	True	521b0aca32a278da584db6ef39770aea	17-18-summer
	True	1	181c41252bc58abb6ecfc378d06793b7	False	54d795480fb6f8e495ed224842d6fb6e	зач	True	521b0aca32a278da584db6ef39770aea	17-18-summer
	True	1	de76e030cd30c043dd63f5489745c4d1	False	54d795480fb6f8e495ed224842d6fb6e	зач	True	521b0aca32a278da584db6ef39770aea	17-18-summer
	True	1	c950b09ba903445a368a66abb16b216c	False	54d795480fb6f8e495ed224842d6fb6e	ня	True	521b0aca32a278da584db6ef39770aea	17-18-summer
	True	1	74aab204f2d0e2a8662d375fe7c158d4	False	54d795480fb6f8e495ed224842d6fb6e	зач	True	521b0aca32a278da584db6ef39770aea	17-18-summer
	True	1	80fc2d788c667a4c83487acbfeee16a0	False	54d795480fb6f8e495ed224842d6fb6e	зач	True	521b0aca32a278da584db6ef39770aea	17-18-summer
	True	1	bcd14d42ad0b9545153b6a11676c0a84	False	54d795480fb6f8e495ed224842d6fb6e	ня/ня/ня	True	521b0aca32a278da584db6ef39770aea	17-18-summer
	True	1	2f5197c27b0400c2d569f2883a1d64b4	False	54d795480fb6f8e495ed224842d6fb6e	2/2	True	521b0aca32a278da584db6ef39770aea	17-18-summer
	True	1	d3b8802fc7fdb1380ec135555a046f6b	False	54d795480fb6f8e495ed224842d6fb6e	3	True	521b0aca32a278da584db6ef39770aea	17-18-summer
	True	1	966a6e9bdb145951268a4bbd66cac44d	False	54d795480fb6f8e495ed224842d6fb6e	3	True	521b0aca32a278da584db6ef39770aea	17-18-summer
	True	1	f0fd4c5d8df2e8b582c82dcaed44f62f	False	54d795480fb6f8e495ed224842d6fb6e	зач	True	e967863756096add0ac46b1464f0d6a5	17-18-summer
	True	1	de76e030cd30c043dd63f5489745c4d1	False	54d795480fb6f8e495ed224842d6fb6e	зач	True	e967863756096add0ac46b1464f0d6a5	17-18-summer
	True	1	c950b09ba903445a368a66abb16b216c	False	54d795480fb6f8e495ed224842d6fb6e	незач/зач	True	e967863756096add0ac46b1464f0d6a5	17-18-summer
	True	1	e68ff2c14afe5055a8df2ff7ede3776b	False	54d795480fb6f8e495ed224842d6fb6e	незач/незач/зач	True	e967863756096add0ac46b1464f0d6a5	17-18-summer
	True	1	74aab204f2d0e2a8662d375fe7c158d4	False	54d795480fb6f8e495ed224842d6fb6e	зач	True	e967863756096add0ac46b1464f0d6a5	17-18-summer
	True	1	80fc2d788c667a4c83487acbfeee16a0	False	54d795480fb6f8e495ed224842d6fb6e	зач	True	e967863756096add0ac46b1464f0d6a5	17-18-summer
	True	1	2f5197c27b0400c2d569f2883a1d64b4	False	54d795480fb6f8e495ed224842d6fb6e	2/2/3	True	e967863756096add0ac46b1464f0d6a5	17-18-summer
